x,y
3.696602117581603125e+03,3.713570837442951529e+02
3.264614358956578144e+03,2.686746331783454480e+03
4.792976125012773423e+02,3.266491967656408519e+02
2.057125481183876218e+03,1.132961982571942826e+03
1.659503564332333667e+02,1.287208473392926180e+03
3.413969333435796216e+03,1.501768778880678155e+03
3.111229020545212734e+03,8.553513168777442388e+02
1.819877787657474300e+03,1.897977624501453192e+03
1.370176946695215520e+03,2.128424878887692557e+03
2.650826162099755038e+03,6.528729681954375792e+02
9.736171189751776183e+02,1.340184118285112618e+03
1.922026400425105294e+03,3.118533300962348221e+03
1.004653506003535881e+03,7.728352518899221195e+02
4.766479602938239282e+02,2.223406981613306016e+03
2.895315888129915038e+03,1.491192366667346960e+03
1.970278954512737528e+03,6.019026230569550080e+02
2.319771475293558069e+03,3.319238826756073877e+02
2.987168294338907799e+02,3.469687056825770014e+03
6.108389010719583894e+02,2.851040945386590465e+03
3.529327565819724441e+03,9.507970824434719361e+02
3.934747901800707950e+03,2.392641333141940777e+03
4.035738501499671656e+03,1.374544544300519647e+03
2.993374531117450715e+03,1.085517973924431487e+02
2.663432023842851777e+03,2.717745759696894311e+03
3.755793803534762446e+03,2.877392986763125919e+03
2.171694524877924778e+03,2.267499459715289959e+03
1.053434576746182529e+03,2.490834173747633031e+03
1.187757259227362965e+03,3.370532303384416082e+03
1.406398051899609072e+03,1.242567921039759312e+03
2.223266998776863602e+03,2.796313197938497979e+03
3.705014890606946210e+03,1.984521478001023752e+03
2.920439721476859631e+03,2.278091752746390739e+03
8.541231306068518734e+02,2.022342802556501738e+03
2.740064323297890041e+03,3.211897263992108492e+03
2.352338755489460709e+03,1.475558245115595355e+03
1.665517215618438286e+03,3.741663205391158954e+03
3.152081388455100296e+03,3.841884375072208968e+03
5.048996645747963612e+02,7.464826224606273399e+02
2.370589187522176871e+03,3.716473272871656263e+03
5.963896594012915102e+02,1.643928720844615782e+03
3.278748178349279442e+03,3.203749233383223327e+03
8.926259392032288815e+02,2.989185088873643963e+02
2.540618334638411397e+03,1.937146933641853593e+03
1.414514295707701876e+03,3.397304887471192387e+02
1.311161899017540236e+03,1.729697937227170087e+03
1.596221426825180288e+03,8.138784136496765313e+02
1.083842037423611828e+03,3.995519863130390149e+03
3.763615526011053589e+03,3.942425194759769511e+03
2.541763152498351246e+03,1.066972220918260973e+03
1.779365833716886982e+03,2.582412929641353003e+03
