x,y
3.677657885814863675e+03,3.435511419911321696e+02
3.258305566119034211e+03,2.727013206622641974e+03
4.511514977619754632e+02,2.906485859230160713e+02
2.053267834758204572e+03,1.118508972811601780e+03
1.342051693807484014e+02,1.306069609599015621e+03
3.421249290193057732e+03,1.477882245082043937e+03
3.099012803344445729e+03,8.604467803704787912e+02
1.820772190021073129e+03,1.947138346533756703e+02
1.318488043750265660e+03,2.146980876251105201e+03
2.697472681264351650e+03,6.271498678855027720e+02
9.180270889254013582e+02,1.334933563614221384e+03
2.022758478090167046e+03,3.941635047078132629e+03
1.026761688323037106e+03,7.817621881235545516e+02
4.188611708350704816e+02,2.263898392860822696e+03
2.898690072223013431e+03,1.488062245235304999e+03
1.973999409421615383e+03,5.681145815736683744e+02
2.349767557912008215e+03,3.026576128927434297e+02
2.865116790062253926e+02,3.495758855019587372e+03
6.045047039682208379e+02,2.759351696727370381e+03
3.553420613018256063e+03,9.358823325194948666e+02
3.950000000000000000e+03,2.430929434732433492e+03
3.930075518555166582e+03,1.388794545842862135e+03
3.003216833633666738e+03,7.486800006497169591e+01
2.714427364580276389e+03,2.727140252504692853e+03
5.713134630024433136e+01,3.914540551513433456e+03
2.163975281801612709e+03,2.289440019151756587e+03
1.064653549469259815e+03,3.044183849290013313e+03
7.178106713667511940e+02,3.417479285735636950e+03
1.422841482836110117e+03,1.257633864119946338e+03
2.242648325375684635e+03,2.814186402735109823e+03
3.718772467836737633e+03,2.029342932252382980e+03
2.899383646468922507e+03,2.272506174720668696e+03
8.213247436295687294e+02,2.064726488394625903e+03
3.665668570090085268e+03,3.199381187766790390e+03
2.362903612040315693e+03,1.442038140766470860e+03
1.631566072909391096e+03,3.602245051625003271e+03
3.155548681279101856e+03,3.844019422733388183e+03
4.512251260231467427e+02,7.684338010178298646e+02
2.390535718791677482e+03,3.730765202740394216e+03
3.408009812459349632e+02,1.648721406085857325e+03
3.248007369823641511e+03,3.221748388751876064e+03
8.510857073191937161e+02,2.506896956419587070e+02
2.564684512221148452e+03,1.881268737026016424e+03
1.415457326507334983e+03,3.392834231892342700e+02
1.314581012990717227e+03,1.679130815560675728e+03
1.589762310304519815e+03,7.923566624238665099e+02
1.045570310676771442e+03,3.803016978130622647e+03
3.782733756212631761e+03,3.940799155094308389e+03
2.593352674927802127e+03,3.330547175437211990e+03
1.807573629891805467e+03,2.894203621163964272e+03
