x,y
2.968572692871093750e+02,3.465617370605468750e+02
3.316482910156250000e+03,5.845177078247070312e+01
1.964493774414062500e+03,2.933576354980468750e+02
1.059575927734375000e+03,3.580979980468750000e+03
1.325563812255859375e+02,1.422798706054687500e+03
3.779574462890625000e+03,2.392367553710937500e+02
3.833276367187500000e+03,3.594941406250000000e+03
1.304540771484375000e+03,1.943989746093750000e+03
2.530305664062500000e+03,2.467892089843750000e+03
6.558483123779296875e+01,3.949152832031250000e+03
9.194468383789062500e+02,1.333341674804687500e+03
2.160548095703125000e+03,3.158072998046875000e+03
3.789962402343750000e+03,2.265304199218750000e+03
2.886900146484375000e+03,2.262145507812500000e+03
2.652134765625000000e+03,1.078038085937500000e+03
1.962441162109375000e+03,1.853500000000000000e+03
2.384929931640625000e+03,2.928718872070312500e+02
2.441455535888671875e+02,3.920492187500000000e+03
9.870863342285156250e+01,2.554940429687500000e+03
1.972517822265625000e+03,9.645825805664062500e+02
3.950000000000000000e+03,6.771795654296875000e+01
3.940573974609375000e+03,1.391094604492187500e+03
5.623729324340820312e+01,5.214677810668945312e+01
1.062709594726562500e+03,2.955417968750000000e+03
3.772722167968750000e+03,2.549975097656250000e+03
1.200000000000000000e+02,1.777598266601562500e+03
5.362371826171875000e+01,3.323388427734375000e+03
1.583244506835937500e+03,3.386462646484375000e+03
1.422498291015625000e+03,1.256184692382812500e+03
1.495292968750000000e+03,3.927275146484375000e+03
3.882570556640625000e+03,1.936588012695312500e+03
2.909263427734375000e+03,2.052164459228515625e+02
9.755120849609375000e+01,2.110851562500000000e+03
3.947442626953125000e+03,3.051636230468750000e+03
2.384915039062500000e+03,3.705865966796875000e+03
1.902308593750000000e+03,3.780000000000000000e+03
7.745700683593750000e+02,3.927373535156250000e+03
4.493297424316406250e+02,5.622843627929687500e+02
3.249613769531250000e+03,3.837975341796875000e+03
5.412332763671875000e+02,3.141907714843750000e+03
3.503788574218750000e+03,3.214343994140625000e+03
8.489883422851562500e+02,2.318672332763671875e+02
3.223482177734375000e+03,5.681329345703125000e+02
1.597517578125000000e+03,3.859813842773437500e+02
3.911084472656250000e+03,1.663369384765625000e+03
3.949656250000000000e+03,7.169567871093750000e+02
2.886915771484375000e+03,3.805272949218750000e+03
3.824075927734375000e+03,3.949935302734375000e+03
2.144150543212890625e+02,9.812092285156250000e+02
1.821207763671875000e+03,2.575240478515625000e+03
