x,y
3.741987882339002681e+03,2.968635895306756538e+02
3.260795580222446461e+03,2.686747430199112387e+03
4.152860057286761162e+02,2.823003581167766924e+02
2.010744072600612299e+03,1.120504702432000613e+03
1.197240171704359852e+02,1.288781143079458388e+03
3.403749636458360328e+03,1.568913166042788134e+03
3.133689470687936591e+03,8.293438781020474835e+02
1.821035913372731784e+03,1.887385286874293570e+03
1.338414902013132178e+03,2.118457795374496072e+03
2.650404068769104924e+03,6.410003491696661513e+02
9.180442560575799007e+02,1.329281596548039261e+03
1.917251286830294930e+03,3.124538453142666185e+03
9.887297978834865262e+02,7.452840328381603285e+02
3.869592573249375391e+02,2.232490996144105338e+03
2.864907922157385201e+03,1.481544521102309318e+03
2.007820687135634216e+03,-3.532138516046134464e+04
2.312776626868166659e+03,3.091293346490197109e+02
2.694896282350203478e+02,3.556433544855471155e+03
5.852410603139935574e+02,2.782428502997403939e+03
3.532388148552752682e+03,9.131201586581054244e+02
3.931863745546870177e+03,2.424163983966598153e+03
3.995497852350421908e+03,1.357204227792103211e+03
2.997699806433487538e+03,7.512875319841351995e+01
2.672370083371646615e+03,2.722467982628671052e+03
3.755079426716566104e+03,2.882057487318692438e+03
2.163707048471637790e+03,2.271945239936632333e+03
1.045404839099025821e+03,2.496679239682403932e+03
1.173643023423520390e+03,3.374205051193864620e+03
1.387670557396243566e+03,1.228441459397606650e+03
2.221639015878958617e+03,2.800674945435298469e+03
3.736319373577764964e+03,1.972481444889736395e+03
2.894367765399369091e+03,2.257617297010633138e+03
8.323406206025705387e+02,2.018904889035111182e+03
2.753997599687651473e+03,3.216424624599338131e+03
2.339020736680200571e+03,1.455961796887398577e+03
1.654772833957994862e+03,3.617600661631687217e+03
3.157156713106679035e+03,3.682223295419006718e+03
4.165767893618019002e+02,7.241116731685627883e+02
2.379302041281003767e+03,3.728472343779119456e+03
5.265538893329769508e+02,1.645863039136243970e+03
3.290374974186510372e+03,3.205035036480725466e+03
8.738987034907197540e+02,1.988330655857844818e+02
2.538097937550778170e+03,1.855798506644051486e+03
1.409400244098233316e+03,3.107975491199524640e+02
1.290880218528615160e+03,1.662833139490248186e+03
1.560082954002835322e+03,7.458557531678878831e+02
1.069428166605165416e+03,3.837180851398508821e+03
3.800912178402371865e+03,4.033207492257231479e+03
2.533651148159902277e+03,1.044276172113101438e+03
1.765551580493251322e+03,2.589202319086789885e+03
