x,y
3.940750000000000000e+03,5.200000000000000000e+01
3.876000000000000000e+03,2.898000000000000000e+03
4.360000000000000000e+02,1.040000000000000000e+02
1.934000000000000000e+03,3.104000000000000000e+03
6.500000000000000000e+01,1.326000000000000000e+03
3.682000000000000000e+03,1.068000000000000000e+03
3.200000000000000000e+03,4.800000000000000000e+02
1.818000000000000000e+03,1.947138366699218750e+02
8.360000000000000000e+02,1.968000000000000000e+03
2.672000000000000000e+03,6.271498413085937500e+02
9.180270996093750000e+02,1.336000000000000000e+03
1.912000000000000000e+03,3.941635009765625000e+03
1.026761718750000000e+03,7.817622070312500000e+02
3.853125000000000000e+02,3.672000000000000000e+03
2.958000000000000000e+03,1.438000000000000000e+03
5.800000000000000000e+01,2.880000000000000000e+02
2.301000000000000000e+03,2.000000000000000000e+02
5.600000000000000000e+01,3.293500000000000000e+03
5.880000000000000000e+02,2.710000000000000000e+03
3.924000000000000000e+03,6.363750000000000000e+02
3.950000000000000000e+03,2.430929443359375000e+03
3.930075439453125000e+03,1.504000000000000000e+03
3.436000000000000000e+03,6.400000000000000000e+01
3.148000000000000000e+03,2.727140136718750000e+03
5.200000000000000000e+01,3.948000000000000000e+03
7.900000000000000000e+01,2.289439941406250000e+03
1.141000000000000000e+03,3.150000000000000000e+03
7.160000000000000000e+02,3.392000000000000000e+03
1.432000000000000000e+03,1.257633911132812500e+03
6.700000000000000000e+01,2.798000000000000000e+03
3.718772460937500000e+03,2.029342895507812500e+03
2.875433593750000000e+03,7.700000000000000000e+01
3.328000000000000000e+03,2.172000000000000000e+03
3.776000000000000000e+03,3.408000000000000000e+03
2.380000000000000000e+03,1.428000000000000000e+03
1.631566040039062500e+03,3.602245117187500000e+03
3.176000000000000000e+03,3.859000000000000000e+03
5.425000000000000000e+01,8.280000000000000000e+02
2.451125000000000000e+03,3.734500000000000000e+03
3.408009948730468750e+02,1.978000000000000000e+03
3.160000000000000000e+03,3.326000000000000000e+03
8.440000000000000000e+02,2.506896972656250000e+02
2.302687500000000000e+03,1.924000000000000000e+03
1.415457275390625000e+03,3.392834167480468750e+02
1.328000000000000000e+03,1.804000000000000000e+03
4.680000000000000000e+02,7.960000000000000000e+02
1.045570312500000000e+03,3.803017089843750000e+03
3.696000000000000000e+03,3.948000000000000000e+03
2.684000000000000000e+03,3.330547119140625000e+03
2.040000000000000000e+03,2.584000000000000000e+03
