x,y
3.789000000000000000e+03,3.435511474609375000e+02
1.460000000000000000e+02,2.727013183593750000e+03
4.511514892578125000e+02,1.800000000000000000e+02
2.053267822265625000e+03,1.118509033203125000e+03
1.342051696777343750e+02,1.306069580078125000e+03
3.421249267578125000e+03,1.477882202148437500e+03
3.099012695312500000e+03,8.604467773437500000e+02
1.820772216796875000e+03,1.947138366699218750e+02
1.318488037109375000e+03,2.146980957031250000e+03
2.686500000000000000e+03,6.271498413085937500e+02
9.180270996093750000e+02,1.334933593750000000e+03
2.022758422851562500e+03,3.941635009765625000e+03
1.026761718750000000e+03,7.817622070312500000e+02
4.188611755371093750e+02,2.263898437500000000e+03
2.898690185546875000e+03,1.488062255859375000e+03
5.800000000000000000e+01,3.710000000000000000e+02
2.349767578125000000e+03,3.026576232910156250e+02
5.600000000000000000e+01,3.495758789062500000e+03
6.045046997070312500e+02,2.759351806640625000e+03
3.553420654296875000e+03,9.358823242187500000e+02
3.950000000000000000e+03,2.430929443359375000e+03
3.930075439453125000e+03,1.388794555664062500e+03
3.003216796875000000e+03,7.486800384521484375e+01
3.149500000000000000e+03,2.727140136718750000e+03
5.713134765625000000e+01,3.924000000000000000e+03
2.163975341796875000e+03,2.289439941406250000e+03
1.136000000000000000e+03,3.044183837890625000e+03
7.178106689453125000e+02,3.392000000000000000e+03
1.422841430664062500e+03,1.257633911132812500e+03
2.242648437500000000e+03,2.814186523437500000e+03
3.718772460937500000e+03,2.029342895507812500e+03
2.899383544921875000e+03,2.272506103515625000e+03
8.213247680664062500e+02,2.064726562500000000e+03
3.665668457031250000e+03,3.199381103515625000e+03
2.362903564453125000e+03,1.442038085937500000e+03
1.631566040039062500e+03,3.602245117187500000e+03
3.155548583984375000e+03,3.853000000000000000e+03
4.512251281738281250e+02,7.684337768554687500e+02
2.448000000000000000e+03,3.730765136718750000e+03
3.408009948730468750e+02,1.648721435546875000e+03
3.248007324218750000e+03,3.324000000000000000e+03
8.510856933593750000e+02,2.506896972656250000e+02
1.932000000000000000e+03,1.881268676757812500e+03
1.415457275390625000e+03,3.392834167480468750e+02
1.314581054687500000e+03,1.679130859375000000e+03
1.589762329101562500e+03,7.923566894531250000e+02
1.045570312500000000e+03,3.803017089843750000e+03
3.899500000000000000e+03,3.940799072265625000e+03
2.684000000000000000e+03,3.330547119140625000e+03
1.807573608398437500e+03,2.894203613281250000e+03
