x,y
3.948000000000000000e+03,8.837500000000000000e+01
3.876000000000000000e+03,2.856000000000000000e+03
4.511514892578125000e+02,1.040000000000000000e+02
2.053267822265625000e+03,3.104000000000000000e+03
1.342051696777343750e+02,1.306069580078125000e+03
3.421249267578125000e+03,1.076500000000000000e+03
3.099012695312500000e+03,4.800000000000000000e+02
1.820772216796875000e+03,1.947138366699218750e+02
1.318488037109375000e+03,2.146980957031250000e+03
2.686500000000000000e+03,6.271498413085937500e+02
9.180270996093750000e+02,1.334933593750000000e+03
2.022758422851562500e+03,3.941635009765625000e+03
1.026761718750000000e+03,7.817622070312500000e+02
4.188611755371093750e+02,3.672000000000000000e+03
2.948000000000000000e+03,1.440000000000000000e+03
5.800000000000000000e+01,2.840000000000000000e+02
2.309343750000000000e+03,1.920000000000000000e+02
5.600000000000000000e+01,3.374000000000000000e+03
6.045046997070312500e+02,2.599500000000000000e+03
3.924000000000000000e+03,7.920000000000000000e+02
3.950000000000000000e+03,2.430929443359375000e+03
3.930075439453125000e+03,1.388794555664062500e+03
3.134000000000000000e+03,6.400000000000000000e+01
3.149500000000000000e+03,2.727140136718750000e+03
5.713134765625000000e+01,3.928000000000000000e+03
8.400000000000000000e+01,2.289439941406250000e+03
1.136000000000000000e+03,3.044183837890625000e+03
7.178106689453125000e+02,3.392000000000000000e+03
1.422841430664062500e+03,1.257633911132812500e+03
7.400000000000000000e+01,2.814186523437500000e+03
3.718772460937500000e+03,2.029342895507812500e+03
2.899383544921875000e+03,2.272506103515625000e+03
8.213247680664062500e+02,2.064726562500000000e+03
3.776000000000000000e+03,3.408000000000000000e+03
2.380000000000000000e+03,1.442038085937500000e+03
1.631566040039062500e+03,3.602245117187500000e+03
3.155548583984375000e+03,3.853000000000000000e+03
4.512251281738281250e+02,7.684337768554687500e+02
2.444000000000000000e+03,3.734500000000000000e+03
3.408009948730468750e+02,1.900000000000000000e+03
3.160000000000000000e+03,3.324000000000000000e+03
8.510856933593750000e+02,2.506896972656250000e+02
2.302687500000000000e+03,1.924000000000000000e+03
1.415457275390625000e+03,3.392834167480468750e+02
1.320000000000000000e+03,1.679130859375000000e+03
1.589762329101562500e+03,7.923566894531250000e+02
1.045570312500000000e+03,3.803017089843750000e+03
3.856000000000000000e+03,3.940799072265625000e+03
2.684000000000000000e+03,3.330547119140625000e+03
2.040000000000000000e+03,2.584000000000000000e+03
